id,Main_Category,Is_Successful,Rounds,People,Days,Sub_Category,Content,Keywords,KG_Paths,Explanation
10400892,Criminal,Successful,1,4,3,Traffic Accident,"At about 11:13 on July 31, 2019, at No. 591 Park Road, North District, Tainan City, the petitioner [name] was riding a motorcycle ([license plate]) and the opponent [name] was riding a motorcycle ([license plate]) carrying the opponent [name], and a car accident occurred. The applicant [name] suffered car damage and body injuries, and the opponent [name] was injured, and the opponent [name] was injured, and the opponent [name] was injured.","The motorcycle is mounted on the vehicle, causing bodily injury to the person. Physical injury. Damage to the vehicle. Damage to the vehicle. Damage to the person.",,
10400893,Criminal,Successful,1,6,1,Traffic Accident,"At about 6:58 on December 18, 2019, near No. 120 Yongping Street, Yongkang District, Tainan City, the claimant was driving a small truck ([license plate]) and the counterparty was riding a heavy-duty motorcycle ([license plate]) and had a car accident, causing damage to the claimant's vehicle (the damaged part of the vehicle is not included in the mediation of this case), but no physical injuries, and no physical injuries to the counterparty.",Heavy-duty locomotive. Petitioner’s vehicle was damaged. No physical injuries. Complainant’s vehicle was damaged. No physical injuries.,,
10500001,Criminal,Successful,2,8,31,Traffic Accident,"At around 21:00 on December 27, 104, the petitioner was working on the road at the entrance of Lane 41, Section 2, Zhonghua North Road, North District, Tainan City. [Name] was riding a motorcycle [license plate] and hit the construction equipment, causing [Name]'s vehicle damage and physical injuries.",Damage to construction equipment Physical injuries,,
10500003,Criminal,Unsuccessful,1,2,12,Traffic Accident,"At about 10:30 on September 4, 2019, the petitioner was passing by No. 43, Section 2, Dongxing Road, North District, Tainan City, and a car accident occurred with the opponent riding a heavy machine [license plate], causing personal injuries to the petitioner, and damage to the opponent's vehicle and body.",Heavy machinery injuries,,
10500004,Criminal,Unsuccessful,1,2,16,Traffic Accident,"At about 16:15 on December 1, 2019, at the entrance of Lane 406, Section 5, Changrong Road, North District, Tainan City, the petitioner was driving his own passenger car ([license plate]) and the counterparty was riding a heavy motorcycle ([license plate]). There was a car accident, causing damage to the petitioner's vehicle but no physical injuries, and damage to the counterparty's vehicle but no physical injuries.",Private passenger car Heavy-duty locomotive Vehicle damage No physical injury Physical injury,,
10500005,Criminal,Unsuccessful,1,2,12,Traffic Accident,"At about 8:29 on September 18, 2019, in the underground parking lot of the building at No. 156 Gongyuan North Road, Bei District, Tainan City, the petitioner was riding a motorcycle ([license plate]) and the other person was riding a motorcycle ([license plate]). A car accident occurred, causing damage to the petitioner's car and body injuries, and damage to the other person's car and body injuries.",Motorcycle damage and bodily injury,,
10500006,Criminal,Unsuccessful,1,2,12,Traffic Accident,"At about 15:10 on April 8, 2019, at Lane 78, Section 1, Zhonghua North Road, North District, Tainan City, and No. 355 Daxing Street, a car accident occurred between the petitioner riding a heavy motorcycle [license plate] and the opponent riding a heavy motorcycle [license plate], resulting in personal injuries to the petitioner, and damage to the opponent's vehicle and body.","Heavy-duty locomotives, body injuries, damage to people, body injuries, vehicle damage",,
10500007,Criminal,Successful,1,5,12,Traffic Accident,"At about 18:11 on October 17, 2019, at the entrance of Lane 133, Dongfeng Road, North District, Tainan City, a car accident occurred between the complainant riding a motorcycle [license plate] and the opponent riding a motorcycle [license plate], resulting in personal injuries to the complainant and damage to the vehicle, but no physical injuries to the other party.",Motorcycle body injury body injury no vehicle damage,,
10500008,Criminal,Successful,1,2,25,Traffic Accident,"At about 0:30 on October 30, 1999, at the intersection of Ximen Road Section 4 and Xiaobei Road, North District, Tainan City, the petitioner was riding a vehicle with [license plate] and the opponent was riding a vehicle with [license plate]. A car accident occurred, causing both physical injuries and vehicle damage (the damage to the two vehicles above is not included in the mediation of this case).","Vehicle, riding, car accident, two injuries, total vehicle damage",,
10500009,Criminal,Successful,1,2,13,Traffic Accident,"At about 17:27 on November 28, 2019, at Section 3 of Hewei Road, North District, Tainan City, a car accident occurred between the claimant riding a heavy motorcycle [license plate] and the opponent riding a heavy motorcycle [license plate]. The petitioner suffered no vehicle damage or physical injuries, and the opponent suffered vehicle damage or physical injuries.",Heavy motorcycle license plate vehicle damage bodily injury,,
10500010,Criminal,Successful,1,2,12,Traffic Accident,"At about 18:45 on August 27, 2019, at the intersection of Wencheng 1st Road and Yuxian Street, North District, Tainan City, a car accident occurred between the complainant riding a heavy motorcycle [license plate] and the other person driving a private passenger car [license plate], causing damage to the claimant's car and body injuries, and damage to the other person's car but no physical injuries.",Heavy locomotive Personal passenger car Vehicle damage Physical injury No physical injury,,
10500011,Criminal,Successful,1,2,12,Injury,"On October 18, 104, two men fought each other near the arsenal in the North District of Tainan City over a minor incident, resulting in both men being seriously injured.","Fighting, physical injuries, request for mediation",ENTITY_mutual assault->ENTITY_infringement->ENTITY_civil (property)->ENTITY_endorsement->CASE_10000397->OUTCOME_10000397_established | ENTITY_Mutual fight->ENTITY_Reconciliation->CASE_10000446->CATEGORY_Infringement->CASE_10500479->OUTCOME_10500479_Established | ENTITY_Injury->ENTITY_Civil (property)->ENTITY_House->ENTITY_Mediation->CASE_9900538->OUTCOME_9900538_Established | ENTITY_Injury dispute->ENTITY_Inheritance->CASE_10400400->DETAIL_Civil (property)->CASE_10300711->OUTCOME_10300711_Establishment | ENTITY_Apply for mediation->ENTITY_Civil (property)->ENTITY_Heritage->ENTITY_Dispute->CASE_10200068->OUTCOME_10200068_Established,"Since both parties were physically injured as a result of the fight, both parties were remorseful, and both parties were willing to reach a settlement, so mediation was established."
10500012,Civil,Unsuccessful,1,3,12,Property Damage,"On November 22, 2014, [Name] was cooking in the kitchen of his home (No. 6, Floor 6, No. 26, Lane 8, Beiyuan Street, North District, Tainan City). He accidentally caused a fire, which caused the building's sprinkler system to activate. The water flow caused damage to three elevators.",Fire Sprinkler System Elevator Damage Mediation,ENTITY_Fire->ENTITY_Civil (property)->ENTITY_Buy and Lease->ENTITY_Relocation->CASE_9900135->OUTCOME_9900135_Not established | ENTITY_Mediation->ENTITY_Civil (Property)->ENTITY_Infringement->ENTITY_Mutual assault->CASE_10300434->OUTCOME_10300434_Not established | ENTITY_Damage->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Mediation->CASE_10000730->OUTCOME_10000730_Not Established | ENTITY_Mediation->ENTITY_Civil (Property)->ENTITY_Infringement->CASE_9900268->OUTCOME_9900268_Not Established | ENTITY_Civil (Property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Prosecutor’s Referral->CASE_9800604->OUTCOME_9800604_Not established,"Due to the difficulty in investigating the cause of the fire and the huge amount of compensation, as well as the fact that both parties still had disputes over the scope of compensation and the attribution of liability, mediation was unsuccessful."
10500013,Civil,Unsuccessful,2,3,220,Land & Building,"The claimant moved into the house at No. 51, Lixing Street, North District, Tainan City in August 2013. It is adjacent to the house owned by the other person (No. 51, Lixing Street, North District, Tainan City). The upper house of the opposite party has not been repaired for many years. Whenever it rains, water accumulates on the roof and penetrates into the upper house owned by the claimant, causing... damage.",Move in neighbor's house repair water leakage damage mediation,ENTITY_Civil (Property)->ENTITY_Safety Box->ENTITY_Inheritance->ENTITY_Pull->CASE_10000599->OUTCOME_10000599_Not Established | ENTITY_Jian Youxiu->ENTITY_Injury Dispute->ENTITY_Inheritance->ENTITY_Heritage->CASE_10400289->OUTCOME_10400289_Not Established | ENTITY_Civil (Property)->ENTITY_Safety Box->CASE_10400400->DETAIL_Civil (Property)->CASE_10600863->OUTCOME_10600863_Not Established | ENTITY_Jian Youxiu->ENTITY_Injury Dispute->ENTITY_Infringement->ENTITY_Minor->CASE_10400541->OUTCOME_10400541_Not Established | ENTITY_House->ENTITY_Civil (Property)->ENTITY_Death->CASE_10000462->OUTCOME_10000462_Not Established,"Due to structural safety issues and high repair costs, the two parties could not reach a consensus on the amount of compensation, so the mediation was ultimately unsuccessful."
10500014,Civil,Successful,1,2,12,Sales & Lease,"The defendant leased the house at No. 32, Lane 141, Section 2, Beimen Road, North District, Tainan City, to the claimant and signed a house lease contract. The lease period was from October 1, 102 to September 30, 2014. It was agreed that the monthly rent should be NT$4,000 (the same below) and the deposit should be NT$6,000. The lease contract has expired and the owner refused to move, and the rent was owed NT$88,600 (the deposit was NT$6,000).",Lease contract expires Rejection of relocation Rent in arrears Deposit,ENTITY_Expiration->ENTITY_Civil (Property)->ENTITY_Buy and Lease->ENTITY_Mediation Established->CASE_9800474->OUTCOME_9800474_Established | ENTITY_Buy and Lease->ENTITY_Civil (Property)->ENTITY_Land and Buildings->ENTITY_Land Number->CASE_10500071->OUTCOME_10500071_Established | ENTITY_Expiration->ENTITY_Civil (Property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Prosecutor’s Referral->CASE_10300691->OUTCOME_10300691_Establishment | ENTITY_Expiration->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Damages->CASE_10600126->OUTCOME_10600126_Established | ENTITY_Lease Contract->ENTITY_Civil (Property)->ENTITY_Debt->ENTITY_Unfulfilled Support->CASE_10000727->OUTCOME_10000727_Established,"Since the two parties had different understandings of the expiration of the lease contract and did not reach a consensus on the relocation and deposit handling methods, the mediation process was relatively lengthy. However, in the end, after clarifying the relevant facts, both parties showed sincerity and flexibility and reached consensus on the expiration of the lease contract, relocation responsibilities, and deposit return. Therefore, it was deduced that mediation was established."
10500015,Criminal,Unsuccessful,3,3,64,Traffic Accident,"At around 14:57 on June 22, 2019, in front of No. 6, Xinxin Road, Nan District, Tainan City, the petitioner was riding a motorcycle [license plate] and the other person was riding a motorcycle [license plate]. A car accident occurred, causing damage to the petitioner's car and body injuries, and damage to the other person's car and body injuries.",Motorcycle damage and bodily injury,,
10500016,Criminal,Successful,1,7,12,Traffic Accident,"At about 8:20 on December 5, 2019, in front of No. 89, Section 2, Beimen Road, North District, Tainan City, the petitioner [name] was riding a heavy motorcycle [license plate] and the opponent [name] was riding a heavy motorcycle [license plate]. A car accident occurred while carrying the driver [name], causing the claimant [name]'s vehicle damage and bodily injury. The driver [name]'s vehicle was physically injured and his car was damaged (the damage to the vehicle is not included in the mediation of this case). The driver [name]'s body was injured.",Heavy motorcycle license plate equipped with body injury body injury body injury body injury ����,,
10500017,Criminal,Successful,1,2,11,Traffic Accident,"At about 12:20 on December 3, 2019, at Section 5 (intersection) of Gongyuan Road and Changrong Road, North District, Tainan City, the claimant was riding a heavy motorcycle [license plate] and the opponent was riding a vehicle with [license plate]. A car accident occurred, causing personal injuries to the claimant and vehicle damage, and personal injuries and vehicle damage to the opponent (the damage to the original vehicle is not included in the mediation of this case).",Heavy locomotive vehicle number vehicle body injury body injury body injury body injury body injury,,
10500018,Criminal,Successful,1,2,15,Infringement,"At about 10 o'clock on October 30, 1999, at No. 320, Section 2, Anzhong Road, Annan District, Tainan City, two people had a dispute and a physical conflict broke out. Both people were injured.",Dispute Physical conflict Injury Mediation,ENTITY_Injury->ENTITY_Infringement->ENTITY_Civil (Property)->ENTITY_Price->CASE_10500053->OUTCOME_10500053_Established | ENTITY_Injury->ENTITY_Injury Dispute->ENTITY_District Court->ENTITY_Stealing->CASE_9900239->OUTCOME_9900239_Established | ENTITY_Injury->ENTITY_Mediation->ENTITY_Land and Building->ENTITY_Official Truck->CASE_10600411->OUTCOME_10600411_Established,"Since both parties had little disagreement over the amount of compensation and both hoped to resolve the dispute as soon as possible, it was inferred that mediation was established in this case."
10500019,Criminal,Successful,1,2,15,Traffic Accident,"At about 16:10 on November 4, 2019, the claimant was riding a bicycle owned by him while passing by the intersection of Kangle Street and Zhongxiao Street in Tainan City. He was involved in a car accident with the other party riding a [license plate] vehicle (the damaged part of the vehicle was not included in the mediation of this case), resulting in personal injuries to the claimant but no vehicle damage.",Bicycle passing by vehicle Bodily injury No vehicle damage Bodily injury Vehicle damage,,
10500020,Criminal,Successful,1,2,18,Traffic Accident,"At about 7:12 on November 3, 2019, at the intersection of Daxing Street and Daxing Street 652, North District, Tainan City, a car accident occurred between the claimant riding a heavy motorcycle [license plate] and the counterparty driving a private passenger car [license plate], resulting in damage to the claimant's car and body injuries, and damage to the counterparty's vehicle but no physical injuries.",Heavy locomotive Personal passenger car Bodily injuries No body injuries,,
10500021,Criminal,Unsuccessful,1,2,15,Injury,"On January 1, 104th year of the Republic of China, in Tainan City, the petitioner was hit on the head by something that fell from his home (4th floor, No. 2, Lane 934, Section 2, Changrong Road, Tainan), causing injuries.",Home Fall Head Injury Mediation,ENTITY_Drop->ENTITY_Civil (Property)->ENTITY_Heritage->ENTITY_Dispute->CASE_10600490->OUTCOME_10600490_Not Established | ENTITY_Injury->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Move->CASE_10500905->OUTCOME_10500905_Not Established | ENTITY_Head->ENTITY_Injury Dispute->ENTITY_Mediation->ENTITY_Fire->CASE_10300704->OUTCOME_10300704_Not Established | ENTITY_Drop->ENTITY_Civil (Property)->ENTITY_Harassment->ENTITY_Watching Fish->CASE_10601073->OUTCOME_10601073_Not Established | ENTITY_Mediation->ENTITY_Civil (Property)->ENTITY_Obligation->ENTITY_Infringement->CASE_10000270->OUTCOME_10000270_Not established,"Because the two parties differed greatly on the amount of injury compensation, and the plaintiff failed to provide accurate medical receipts and relevant evidence, it was difficult for the mediation committee to reach a consensus, so the mediation was ultimately unsuccessful."
10500022,Civil,Unsuccessful,1,2,17,Sales & Lease,"On December 24, 1999, the petitioner wanted to rent a house from the other party (Room 101, Floor 1, Lane 3, Lane 14, Lane 191, Dongfeng Road, North District, Tainan City). A deposit of NT$2,000 was paid on the spot, and it was agreed to sign a rental contract for the suite on December 29 of the same year (it has not been signed yet). The petitioner later regretted not renting.","Rent a house, deposit, regret, not rent, mediate",ENTITY_Not renting->ENTITY_Civil (property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Prosecutor’s Referral->CASE_10300748->OUTCOME_10300748_Not established | ENTITY_Sale and Lease->ENTITY_Civil (property)->ENTITY_House->ENTITY_Damage->CASE_10400063->OUTCOME_10400063_Not established | ENTITY_Civil (Property)->ENTITY_Safety Box->CASE_10400400->DETAIL_Civil (Property)->CASE_10500905->OUTCOME_10500905_Not Established | ENTITY_Not rent->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Mediation->CASE_10600601->OUTCOME_10600601_Not established | ENTITY_Rent->ENTITY_Civil (Property)->ENTITY_Buy and sell lease->ENTITY_Rent->CASE_10000756->OUTCOME_10000756_Not established,"Because the gap between the two parties' understanding of the rent amount was too large, and the plaintiff regretted not renting after signing the contract, the two parties were unable to reach a consensus, so the mediation was ultimately unsuccessful."
10500023,Criminal,Unsuccessful,1,2,19,Fraud,"In December 102 of the Republic of China, [name] pretended to [name] that he wanted to run a [company], foreclosure house trading business, etc., so he invited [name] to invest and put [name] in charge of the operation. [Name] then went to work from December 18, 102 to May 103. On June 30, a total of NT$7 million in cash was delivered in seven installments ([Name] issued a cashier's check of the same amount and delivered it to [Name] every time he received cash from the letter). [Name] closed the store and ran away on June 15, 2013, avoiding meeting each other.","Investment, operation, car dealership, foreclosure, sale and purchase, divided into 7 times, cash promissory note, close shop and run away",ENTITY_Fraud->ENTITY_Civil (property)->ENTITY_Inheritance->ENTITY_Dispute->CASE_10100097->OUTCOME_10100097_Not established | ENTITY_Residential Car Company->ENTITY_District Inspection Referral->ENTITY_Sales and Leasing->ENTITY_Report->CASE_10200517->OUTCOME_10200517_Not Established | ENTITY_District Prosecutor's Referral->ENTITY_Heritage->ENTITY_Civil (Property)->ENTITY_Mediation->CASE_10600601->OUTCOME_10600601_Not Established | ENTITY_Fraud->ENTITY_Civil (Property)->ENTITY_House Number->CASE_10600085->OUTCOME_10600085_Not Established | ENTITY_Investment->ENTITY_Loan->ENTITY_Civil (property)->ENTITY_Mediation->CASE_10400198->OUTCOME_10400198_Not established,"Because this case involved fraud and the flow of a large amount of funds was unknown, and the two parties had major differences over the amount of compensation and related details, mediation was not established."
10500024,Criminal,Successful,1,2,20,Debt,"At around 16:19 on October 26, 2019, in front of No. 405 Park Road, North District, Tainan City, two people had a quarrel over a debt dispute, and then beat each other with bare hands, resulting in both injuries and the claimant's shirt being damaged.","Debt disputes, quarrels, fights, injuries, damaged shirts",ENTITY_quarrel->ENTITY_injury dispute->ENTITY_claim for mediation->ENTITY_violation->CASE_10700073->OUTCOME_10700073_established | ENTITY_debt->ENTITY_civil (property)->ENTITY_sales and leasing->ENTITY_Chen Xianzheng->CASE_10300690->OUTCOME_10300690_established | ENTITY_mutual fighting->ENTITY_reconciliation->ENTITY_Liu Yongxin->CASE_10300045->OUTCOME_10300045_established | ENTITY_injury->ENTITY_injury dispute->ENTITY_mediation->CASE_10300447->OUTCOME_10300447_established | ENTITY_Mutual fight->ENTITY_Reconciliation->CASE_10000446->CATEGORY_Infringement->CASE_10500479->OUTCOME_10500479_Established,"Since there was not much difference in understanding between the two parties regarding the amount of the debt, and both parties were willing to reach a settlement, and the plaintiff had no intention of forcing repayment of the goods and property, mediation was established."
10500025,Criminal,Successful,1,3,18,Traffic Accident,"At about 11:20 on October 13, 2019, near the entrance of Lane 171, Section 3, Linsen Road, North District, Tainan City, the petitioner was riding a motorcycle [license plate] and the other party was riding a vehicle [license plate]. There was a car accident, resulting in personal injuries to the claimant but no vehicle damage, and no physical injuries to the other party (the damaged part of the vehicle is not included in this case).",Riding a motorcycle vehicle vehicle damage bodily injury,,
10500026,Criminal,Unsuccessful,1,3,23,Fraud,"On the day, month and year of the Republic of China, the complainant forged the signature of the claimant without the consent of the claimant and presented the forged document to the Tainan City Government to apply for re-election of the directors, supervisors and chairman of [company]. The registration was changed to (? Has been changed, who is it)",Forged signature document Re-election Director Supervisor Chairman Change registration,ENTITY_Forged documents->ENTITY_District Inspection Referral->ENTITY_Sale and Lease->ENTITY_Project Payment->CASE_10600646->OUTCOME_10600646_Not established | ENTITY_District Inspection Referral->ENTITY_Heritage->ENTITY_Civil (property)->ENTITY_Lease->CASE_9900668->OUTCOME_9900668_Not established | ENTITY_Fraud->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Mediation->CASE_10500197->OUTCOME_10500197_Not Established | ENTITY_Fraud->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Payment->CASE_10400267->OUTCOME_10400267_Not Established | ENTITY_Forged documents->ENTITY_District Inspection Referral->ENTITY_Land and Buildings->ENTITY_Open->CASE_9800219->OUTCOME_9800219_Not established,"Since this case involves a criminal case of forging signatures and documents, and the defendant is suspected of illegal transfer of interests between serving as a director and supervisor, and the re-election and change of registration matters raised by the plaintiff are also illegal, there is a high chance that the two parties will go to court during the criminal investigation and civil litigation. In addition, the two parties still have a dispute over the amount of compensation, so it is inferred that this mediation is not established."
10500027,Criminal,Unsuccessful,1,2,5,Traffic Accident,"At around 13:35 on December 13, 2019, at the intersection of Kaiyuan Road and Nanyuan Street in Tainan City's North District, the petitioner riding a heavy motorcycle [license plate] and the opponent riding a heavy motorcycle [license plate] had a car accident, causing damage to the petitioner's car and body injuries, and damage to the opponent's car and body injuries.",Heavy locomotive vehicle damage body injury,,
10500028,Criminal,Unsuccessful,1,2,14,Traffic Accident,"At about 23:40 on September 27, 2019, [Name] was driving in front of No. 504 Wenxian Road, North District, Tainan City, and had a car accident with [Name] riding a heavy motorcycle ([license plate]), causing [Name] personal injuries, and causing [Name] vehicle damage and physical injuries.","A car accident occurred when a heavy-duty locomotive was traveling, resulting in personal injuries and vehicle damage ����",,
10500029,Criminal,Successful,2,2,59,Traffic Accident,"At about 8:45 on December 10, 2019, at the entrance of Lane 111, Section 2, Anhe Road, Annan District, Tainan City, the claimant was riding a heavy motorcycle [license plate] and the counterparty was driving a private passenger car [license plate]. There was a car accident, causing damage to the claimant's car and body injuries, and damage to the counterparty's car but no physical injuries.",Heavy locomotive Personal passenger car Bodily injuries No body injuries,,
10500030,Criminal,Successful,2,2,7,Traffic Accident,"At about 17:35 on July 28, 2019, [Name] was riding a bicycle owned by him while passing by Gongyuan Road and Gongyuan South Road (intersection), North District, Tainan City, and had a car accident with [Name] driving a minivan ([license plate]) for his own use, causing [Name] personal injuries but no vehicle damage. There was no physical injury or vehicle damage to [Name].","Bicycling, no physical injuries, no vehicle damage",,
10500031,Criminal,Successful,3,13,53,Traffic Accident,"At about 0:20 on October 31, 2019, [Name] was working on the road at the entrance of Lane 268, Section 2, Zhonghua North Road, North District, Tainan City. As a result, [Name], who was riding a heavy motorcycle carrying [Name], was involved in a car accident, causing [Name]'s car damage and body injuries, and [Name]'s body injuries.",Heavy-duty locomotive equipped with man-made vehicle damage and bodily injury,,
10500032,Criminal,Unsuccessful,1,2,13,Traffic Accident,"At about 11:21 on September 4, 2019, at the intersection of Linsen Road and Xiaodong Road, North District, Tainan City, the petitioner was riding a heavy motorcycle [license plate] and the other person was riding a heavy motorcycle [license plate]. A car accident occurred, causing damage to the petitioner's vehicle and body injuries, and damage to the other person's vehicle and body injuries.",Heavy locomotive vehicle damage body injury,,
10500033,Criminal,Unsuccessful,1,2,15,Traffic Accident,"At approximately 22:39 on May 22, 2019, in front of the Lixing Campus of Cheng Kung University on Haixiao East Road, North District, Tainan City, the claimant was riding a heavy motorcycle and the opponent was riding a heavy motorcycle and a car accident occurred, causing damage to the claimant's vehicle and body injuries, and damage to the opponent's vehicle and body injuries.",Heavy locomotive vehicle damage body injury,,
10500034,Criminal,Unsuccessful,1,4,40,Fraud,"The two people in Dui Zao had the common intention of illegally owning their own property. In August 102, Dui Zao Ren [name] came forward to invite the claimant to invest in the foreclosed house, and pretended to the two claimants that the land under the name of the claimant [name] is located at No. 199, Yicheng Section, Lingya District, Kaohsiung City. and the house No. 3916 in the same section (the house address: Floor 33-2, No. 15, Lane 62, Xinguang Road, Lingya District, Kaohsiung City, hereinafter referred to as the building) can be used to obtain cash. The principal and interest of the relevant loan will be borne by Yi. After half a year of normal payment, you can make a second mortgage loan from other banks. A total of 600,000 yuan was obtained by the two claimants, and then they deliberately failed to pay the loan. I promised that they could get it back at a low price, and returned the disputed building to the claimant [name]. This made the two claimants make a mistake and transferred the disputed building in the name of sale on September 10, 2020. It was recorded that the person [name] provided the head [name] (deceased) and applied for a loan from [company] on September 16, 2020. After the loan of NT$3.15 million (the same below) was allocated to the account, the person [name] filed a petition on the grounds that the profit from the loan business was very high. The person [name] borrowed 600,000 yuan, and executed 5 promissory notes (detailed attachments) each with a face value of 120,000 yuan to the claimant [name] as a guarantee. A few days later, the two persons in charge transferred the Mercedes-Benz license plate and [license plate] from the passenger car (hereinafter referred to as the vehicle in dispute) to the claimant [name]. Next, he borrowed 600,000 yuan from the two claimants, and then issued the first promissory note on February 10, 2013, which was due to expire. The borrower [name] was unable to repay it. Based on the criminal intent of fraud, he deceived the two claimants by claiming that the vehicle in question needed to be transferred to [name] before he could get the vehicle loan. 1.2 million yuan was obtained to repay the debt, so that the two claimants believed it and transferred the vehicle in dispute to [name]. However, the two claimants failed to obtain the loan for the vehicle in question. They received a reminder notice from [Company], so they retrieved the transaction index of the building in question and found out that the two claimants were in the loan. Later, on September 25, 2020, the mortgage of the building in question was registered to the outsider [name] for a loan of 600,000 yuan. On April 16, 2033, the building in question was transferred and registered to the outsider [name]. It was also learned that the vehicle in question was an accident car and could not be loaned, and only then did he realize that he had been deceived.","Investing in foreclosures, fraud, building transfers, vehicle transfers, loans",ENTITY_District Prosecutor's Referral->ENTITY_Heritage->ENTITY_Inheritance->ENTITY_Infringement->CASE_9900268->OUTCOME_9900268_Not Established | ENTITY_Fraud->ENTITY_Civil (Property)->ENTITY_Heritage->ENTITY_Dispute->CASE_10400080->OUTCOME_10400080_Not Established | ENTITY_Fraud->ENTITY_Civil (Property)->ENTITY_Abuse->ENTITY_Referral Mediation->CASE_10000524->OUTCOME_10000524_Not Established | ENTITY_Loan->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Relocation->CASE_10300079->OUTCOME_10300079_Not Established | ENTITY_loan->ENTITY_civil (property)->ENTITY_arrears->CASE_10500142->OUTCOME_10500142_not established,"Since the fraud involved criminal liability, and the two parties could not reach a consensus on the amount of compensation and settlement conditions, the mediation was ultimately unsuccessful."
10500035,Criminal,Successful,1,2,15,Traffic Accident,"At around 11:40 on October 30, 2019, at the intersection of Park Park Road and Park Park South Road in Tainan City, a car accident occurred between the complainant riding a vehicle [license plate] and the counterparty riding a heavy motorcycle [license plate], resulting in personal injuries to the claimant and damage to the vehicle (the damage to the vehicle is not included in this case), but no physical injuries to the victim and no damage to the vehicle.",Ride heavy motorcycle damage,,
10500036,Criminal,Unsuccessful,5,5,101,Traffic Accident,"At about 17:5 on October 5, 2019, [Name] was driving at Lane 547, Section 2, Beimen Road, North District, Tainan City, and had a car accident with [Name] riding a heavy motorcycle ([license plate]), causing [Name] to die. ] was injured physically, and [Name] was injured in his car and body ([Name] later died of other illnesses on...Month, 104th, A100556679), and the creator, the legal heir of [Name], came to mediate.","Heavy locomotive, body injury, body injury, legal heir, intervenes to mediate",,
10500037,Civil,Unsuccessful,2,2,22,Land & Building,"Before the construction, the two parties jointly purchased a sum of land (it was agreed that the claimant should share 2/10, and the developer should share 8/10). The developer contributed NT$10,000 (the same below). They agreed to register it in the name of the developer, and the property rights registration was completed (land number: District, Section, Tainan City, No., address: road, area: square meters, scope of rights: all. Reason for registration: sale, date of cause:...year, month...day, registration date: year, month, day)","Partnership purchase of land, due part investment, registration and sale",ENTITY_Business->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Mediation->CASE_9900109->OUTCOME_9900109_Not Established | ENTITY_Investment->ENTITY_Sale and Lease->ENTITY_Civil (Property)->ENTITY_Bathroom->CASE_10400290->OUTCOME_10400290_Not Established | ENTITY_Investment->ENTITY_Sale and Lease->ENTITY_Civil (Property)->ENTITY_Check->CASE_9800604->OUTCOME_9800604_Not Established | ENTITY_Partnership->ENTITY_Civil (Property)->ENTITY_Labor Dispute->ENTITY_Polyarthritis->CASE_10300702->OUTCOME_10300702_Not Established | ENTITY_Investment->ENTITY_Business and Lease->ENTITY_Civil (property)->ENTITY_Completion->CASE_10400063->OUTCOME_10400063_Not established,"This case involved partnership and land registration issues, and both parties still had disputes over the due portion and details of capital contribution, so mediation was not successful."
10500038,Civil,Unsuccessful,1,2,14,Property Damage,"On the day of the Republic of China, the elevator project was carried out in the petitioner's house (house number: ....), which resulted in cracks in the walls on the first to fifth floors of all the houses owned by the complainant (No. 47, Lane 500, Section 3, Haian Road, Tainan City) (already identified).",Construction Elevator Project Crack House Appraisal,ENTITY_Damage->ENTITY_Civil (property)->ENTITY_Dispute->CASE_10600459->OUTCOME_10600459_Not established | ENTITY_Civil (Property)->ENTITY_Safety Box->CASE_10400400->DETAIL_Civil (Property)->CASE_9800592->OUTCOME_9800592_Not established | ENTITY_Damage->ENTITY_Civil (Property)->ENTITY_Rejected->CASE_9900355->OUTCOME_9900355_Not established | ENTITY_Civil (Property)->ENTITY_Heritage->ENTITY_Land->ENTITY_Mediation->CASE_10000730->OUTCOME_10000730_Not Established | ENTITY_Crack->ENTITY_Civil (Property)->ENTITY_Debt->ENTITY_Cash->CASE_10500023->OUTCOME_10500023_Not Established,"Because the improper construction of the elevator project caused cracks in the house, the owner requested compensation and repair costs. The two parties had major differences on the amount of compensation and repair responsibilities. In addition, the elevator project was a major project and the appraisal cost was high. Unable to reach a consensus, the mediation was ultimately unsuccessful."
10500039,Criminal,Successful,1,2,12,Traffic Accident,"At about 17:55 on October 2, 2019, at Lane 176, Section 1, Beian Road, North District, Tainan City, and Beicheng Road (intersection), the petitioner was driving his own passenger car and the counterparty was riding a light motorcycle and a car accident occurred. The petitioner had no vehicle damage or physical injuries, and the counterparty had vehicle damage and physical injuries.","Passenger car for personal use, light motorcycle, no vehicle damage, no body injury, vehicle damage, body injury to others",,
